neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
SMDDL,0,0,0,62,0,0,0,168,282,1504,0,0,2,0,0,0,6,0,0,0,47,0,41,0,0,0,0,13,0,0,0,0,0,0,2,0,0,5,9,0,0,0,0,55,626,0,0,0,0,631,13,518,2807,0,53,0,0,0,90,11,886,45,0,65,60,0,0,30,935,0,0,0,0,58,0,148,1181,39,13,0,133,471,66,50,19,13,0,0,4,0,0,0,3,855,713,136,564,0,0,5,0,0,709,607,2,0,1,0,168,0,0,0,0,411,2014,396,71,280,324,46,105,879,0,0,135,0,494,546,1562,90,54,52,622,101,22,86,292,5,22,141,0,248,461,2861,0,0,0,0,0,244,0,119,101,11,83,0,19,62,204,110,1,799,9,0,2,16,79,223,313,31,453,317,174,0,0,0,0,2,0,0,0,193,0,299,81,1164,462,1750,0,137,0,123,0,45,0,0,66,87,0,39,0,0,0,0,0
SMDDR,0,0,22,0,0,0,115,0,3092,389,0,14,0,0,0,14,0,1,0,25,0,16,0,0,0,0,31,0,5,0,5,0,0,0,44,0,0,0,16,35,0,0,5,628,45,0,23,0,0,25,419,3040,352,53,265,258,0,32,0,1037,7,0,38,18,41,3,0,915,1,29,0,0,0,1,51,1231,367,62,1,64,0,83,472,71,53,0,0,5,0,10,0,0,1,758,753,446,119,1,0,0,28,0,692,663,0,0,24,160,0,35,0,0,0,2480,0,24,431,278,235,159,19,820,0,0,405,0,194,300,128,1478,12,388,67,583,13,23,0,289,0,87,248,0,2299,516,16,2,0,0,451,0,51,0,111,55,18,53,2,125,263,213,710,9,0,24,11,18,0,421,630,53,642,99,357,300,0,396,79,872,75,0,43,68,0,112,0,0,0,0,0,55,0,16,0,0,0,0,0,171,0,94,0,73,1,0,0
SMDVL,1,0,0,0,20,0,0,0,21,624,17,0,0,0,174,0,59,0,0,0,0,0,0,85,0,244,0,7,0,0,0,0,83,47,218,35,4,0,25,162,0,0,0,280,448,0,26,0,0,247,2256,1489,335,0,654,95,0,0,0,54,0,0,531,0,165,0,0,97,196,0,20,12,0,71,36,641,402,13,75,137,107,512,42,94,0,0,0,2,0,0,0,17,63,529,756,68,461,0,0,18,37,0,754,632,0,0,2,151,0,166,0,0,2,1387,72,43,264,362,83,274,0,392,0,0,565,0,178,235,1711,1221,4,929,223,136,124,33,87,31,0,412,461,2299,0,887,1,0,0,0,371,380,0,0,0,0,0,3,0,371,227,299,0,20,0,1020,0,0,0,126,474,148,527,0,396,25,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,71,0,66,0,0,0,166,0,506,42,474,136,0,0
SMDVR,0,0,0,0,0,14,0,0,449,150,65,11,0,0,0,0,0,0,4,0,0,0,0,0,36,2,0,0,0,0,6,1,83,75,356,4,0,0,1,0,117,0,0,503,162,0,0,0,0,1713,123,357,1278,0,0,0,154,0,0,1,35,612,0,205,7,0,0,179,86,18,0,0,11,0,34,198,882,80,7,6,92,34,486,12,8,26,0,14,34,36,1,0,12,875,665,490,160,0,0,9,5,0,593,653,0,0,3,0,113,0,158,5,0,182,981,454,60,270,262,57,107,322,0,0,789,826,522,535,1459,1628,874,32,80,350,32,96,0,65,362,0,2861,516,887,0,0,0,0,0,433,415,0,0,0,63,217,0,25,84,354,187,2,3,728,0,3,0,0,252,253,169,542,335,0,5,0,0,0,44,6,0,0,178,0,220,0,162,0,0,0,88,0,373,0,458,0,78,10,57,0,70,0,0,0,0,0
URADL,0,0,79,0,59,0,0,0,0,0,0,6,24,0,0,34,0,41,0,52,0,33,0,82,0,0,15,0,0,0,71,10,19,12,0,0,0,8258,0,3759,0,0,0,0,0,2197,0,0,0,0,0,0,0,0,0,1,0,454,0,3174,0,0,0,118,0,20,0,12,0,39,34,13,0,0,0,31,0,129,115,72,159,33,0,321,103,282,0,43,0,3,0,740,7,0,0,31,0,147,0,130,0,303,0,0,4779,0,0,5652,0,1228,0,0,0,1,0,0,297,0,0,60,0,920,545,3356,1102,0,60,7,0,0,0,0,0,0,21,0,0,46,0,0,0,16,1,0,0,0,0,0,0,0,51,0,171,10,20,150,0,2,1,34,1919,0,0,0,5,18,0,130,45,4,2,0,0,8535,2213,600,52,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URADR,0,0,0,7,0,0,0,0,0,0,18,7,0,0,0,0,1,0,9,0,19,0,5,0,15,0,0,5,0,0,20,24,3,21,7,0,0,0,9625,0,2890,0,0,0,0,0,2907,0,0,0,0,15,15,0,0,0,0,0,1491,0,3559,0,0,0,0,0,20,0,2,0,27,0,1,0,0,0,110,68,16,20,188,0,17,99,28,46,189,177,0,0,5,352,13,0,0,0,42,0,108,0,4,277,0,0,0,6584,4,0,4296,0,848,0,0,75,47,291,63,0,5,13,38,501,2376,434,1036,0,55,26,0,0,0,0,0,25,0,48,142,27,0,0,0,2,0,0,0,0,0,18,0,0,0,22,54,8,75,0,34,1,0,11,0,2875,0,0,0,0,22,164,150,0,4,0,0,0,0,0,0,0,0,0,0,8666,4023,2673,564,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0
URAVL,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,90,0,0,0,0,2431,0,8699,0,64,0,0,0,1606,0,14,0,0,0,0,0,70,0,142,0,0,0,2252,0,267,0,0,0,0,123,0,0,0,0,0,0,0,13,0,36,0,0,0,1,0,0,0,0,0,0,4,0,235,201,34,0,261,0,0,0,54,0,194,20,0,7999,0,1,4,0,1493,0,4178,0,0,8,125,0,0,0,5,149,1502,866,3691,707,0,202,0,127,0,156,0,68,0,139,63,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,864,0,309,0,0,22,96,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6860,3935,4061,12,0,22,0,34,0,0,0,0,0,0,0,0
URAVR,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,162,0,0,0,0,0,2946,0,9569,0,132,0,25,0,1627,0,33,1,0,0,0,0,0,0,208,0,0,0,1617,0,392,0,0,234,0,0,0,0,0,0,0,13,0,11,0,0,0,53,0,0,0,0,0,0,0,0,5,118,188,0,65,0,212,0,0,0,199,329,0,17,0,8382,6,0,0,0,1526,0,4013,22,0,0,131,0,0,90,0,1187,4104,552,645,0,0,0,0,194,0,192,0,423,47,239,0,73,0,73,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,29,21,174,0,0,0,388,255,0,0,29,107,0,4,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6405,6011,7,53,0,0,1049,0
ADEL,0,0,32,0,0,0,776,0,4784,0,478,0,0,0,0,0,0,60,0,125,0,13,0,0,0,932,0,0,0,0,25,2,0,0,265,2456,1692,0,0,699,0,0,0,286,0,0,0,0,0,201,430,137,520,937,6,2914,0,212,0,0,0,0,0,1294,421,0,0,4,0,308,1,0,0,0,0,441,1677,0,1,435,383,244,13,448,33,597,0,1641,43,255,259,178,69,194,0,0,0,317,0,831,895,53,0,2,0,0,0,0,0,1331,0,0,0,620,0,0,123,6,83,0,0,0,0,166,0,466,0,0,120,77,245,76,0,584,80,368,25,447,66,1,0,451,371,433,0,0,0,0,0,6648,7,0,183,360,696,357,122,410,292,178,344,0,42,0,77,185,0,5,0,436,237,45,0,0,108,0,441,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0
ADER,0,0,0,154,0,0,0,563,0,3152,350,0,0,0,0,0,0,0,1,0,265,0,0,0,0,2869,0,0,0,0,0,1,0,0,321,2748,1649,0,0,0,405,0,0,0,126,0,0,0,0,688,1,552,16,0,443,0,2864,0,53,0,0,0,0,278,943,0,0,0,0,0,6,0,0,0,0,893,924,11,0,67,467,386,63,0,61,21,329,947,3,0,168,240,110,0,88,0,0,0,144,985,275,95,0,0,0,0,0,0,0,0,1270,0,0,0,483,0,0,34,0,0,0,0,0,0,0,2647,371,243,283,0,67,401,253,0,122,409,341,131,0,318,244,0,380,415,0,0,0,0,6648,0,0,42,279,25,148,0,20,390,316,90,0,122,0,239,161,0,3,0,0,111,75,0,39,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
AIML,52,0,7,0,0,0,1517,0,574,0,0,200,0,6976,0,981,0,429,0,6214,320,2073,0,0,0,0,804,0,517,0,64,0,0,0,7,0,0,30,0,641,0,0,0,89,0,187,0,0,0,0,11,0,108,0,0,46,0,984,0,66,0,0,0,187,0,2745,0,111,0,0,0,574,0,180,0,32,0,12,175,286,89,239,154,34,243,778,0,0,0,73,0,28,0,0,0,0,0,1821,0,28,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,283,129,0,0,161,0,118,0,28,472,0,0,51,0,0,51,0,0,0,7,0,0,350,331,2616,2350,164,69,0,89,0,45,0,204,0,0,2358,375,441,0,1,0,1137,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMR,0,18,0,6,0,0,0,1483,0,249,7,0,62,0,6022,0,1052,0,15,0,6300,0,2306,0,0,674,0,377,0,246,0,45,0,0,0,184,0,0,29,0,127,0,0,0,27,0,35,0,0,20,0,25,0,0,51,0,74,0,1058,0,24,0,0,0,83,0,3694,0,259,0,0,0,382,0,92,1,0,159,9,2,501,134,299,230,253,0,789,0,16,0,96,141,4,0,0,0,0,0,1485,0,0,0,0,0,0,0,0,0,59,0,108,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,173,187,0,138,0,50,0,0,624,119,0,0,0,0,22,0,0,0,42,350,0,673,1816,1598,143,652,0,2,0,0,134,0,315,52,0,3128,0,533,0,273,0,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,6,2857,1898,0,0,158,224,748,75,0,376,240,0,0,27,70,0,16,3817,3223,3070,2903,0,0,0,525,396,137,98,89,55,0,0,0,0,0,209,78,213,167,0,0,154,22,560,104,0,0,17,34,0,23,0,0,195,72,305,565,174,65,0,0,0,0,84,47,161,242,0,0,0,0,0,0,0,0,0,0,229,209,829,599,520,308,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,160,339,548,0,0,0,0,59,89,0,0,0,0,0,0,0,0,0,0,0,75,301,0,0,240,173,0,0,44,6,213,581,101,111,0,0,171,54,0,0,183,279,331,673,0,288,1082,529,486,0,0,0,19,178,0,0,0,2010,2746,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFL,38,132,74,132,0,0,14,1439,379,46,0,296,92,35,0,2389,2167,0,0,1248,1594,1407,389,0,0,6,1626,1509,1064,1022,0,0,0,0,246,0,0,2,0,125,55,0,0,4,2,94,2,0,0,95,0,0,29,0,0,0,9,531,590,50,0,0,0,470,1,486,47,18,7,0,0,22,7,50,7,0,129,98,275,82,604,0,2,529,481,2493,1483,0,215,39,39,0,0,0,0,0,0,3760,2018,0,0,0,14,0,0,0,35,48,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,7,216,0,6,109,0,587,0,0,258,233,11,55,0,63,10,8,0,0,360,25,2616,1816,288,0,7818,452,549,0,0,0,18,1,42,204,0,3562,2603,192,0,455,0,2053,1275,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFR,0,32,373,692,0,0,315,682,109,66,0,355,114,0,0,1288,1793,0,3,1682,1539,416,449,0,0,0,869,1185,286,385,0,0,0,0,296,0,0,16,98,150,63,0,0,29,18,114,133,0,0,177,0,0,102,110,40,9,36,380,386,48,92,0,2,829,503,87,12,28,15,0,0,0,0,3,5,0,238,319,357,376,1063,35,15,44,429,3442,833,0,11,286,0,5,0,0,0,0,0,2310,1607,27,0,0,7,0,0,4,0,36,71,4,28,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,45,313,0,23,35,0,811,1,0,565,378,83,18,0,217,20,75,0,0,696,148,2350,1598,1082,7818,0,66,480,0,0,0,1,8,46,203,0,3019,3388,88,0,551,0,1706,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHL,0,2414,208,1103,0,360,709,0,319,0,1699,8,288,0,0,375,2891,0,0,144,0,36,3,0,257,949,53,1685,36,4604,2,0,145,0,677,100,218,86,0,0,0,0,0,0,0,177,0,0,245,0,228,0,0,184,33,0,10,338,1141,107,0,0,160,0,991,0,59,25,25,476,0,0,319,5,529,222,67,1429,1059,1046,17,216,3,3418,1269,1197,82,417,3751,362,6353,138,0,0,2,0,0,1171,1038,0,60,0,0,112,0,0,2522,126,0,0,0,0,0,231,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,390,0,99,0,314,11,0,0,59,0,622,0,53,3,0,150,0,0,0,357,0,164,143,529,452,66,0,415,0,0,0,174,0,0,0,8,23,46,0,0,3,174,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHR,3550,5,1332,180,23,0,2,577,0,0,879,279,39,0,0,2151,608,0,0,0,226,4,9,62,0,0,1719,159,5714,697,3,0,1,185,673,0,0,0,31,0,0,0,0,0,0,2,39,340,0,96,0,0,10,0,129,0,0,1411,124,0,51,172,0,1443,0,279,0,25,2,0,149,192,0,892,136,707,452,1427,1608,1,1667,4,435,13,3518,743,0,2593,0,5577,521,61,0,5,0,0,0,1546,1080,231,0,0,132,0,0,0,2500,0,81,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,156,5,443,0,341,18,149,20,229,0,428,0,19,2,0,25,0,34,0,0,122,20,69,652,486,549,480,415,0,19,231,0,0,78,0,0,0,151,67,333,0,1623,31,194,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKL,0,0,0,0,0,0,0,0,0,10,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,158,214,237,1,33,48,1,16,34,141,27,0,33,58,46,624,885,49,0,0,188,17,0,3,15,79,47,90,42,4,2,0,0,161,318,0,0,23,4,171,132,404,202,9,56,46,0,631,816,0,29,0,0,742,0,451,13,0,3640,11,7,76,29,0,0,821,1551,0,790,712,0,0,27,31,18,0,0,28,17,450,148,0,0,793,337,0,0,0,0,0,0,0,89,439,483,501,455,155,5,116,97,39,414,213,171,129,62,125,371,84,2,1,7,29,410,390,0,0,0,0,0,0,19,0,3835,3180,61,4,62,0,2329,0,0,95,160,35,901,360,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
AVKR,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,4,13,0,26,59,72,28,91,0,8,14,185,1015,343,321,75,0,241,0,9,2,7,43,26,34,175,53,0,37,2,421,477,0,0,97,26,147,109,167,431,16,180,0,15,723,1321,0,124,2,0,286,0,1200,0,0,2875,33,10,31,50,0,0,1278,432,5,799,783,0,0,29,22,16,0,0,21,26,50,519,0,0,421,822,0,0,0,0,0,0,0,26,495,490,726,537,137,73,66,32,101,231,164,104,52,204,263,227,354,1,0,0,21,292,316,89,2,0,0,0,0,231,3835,0,3277,0,2,0,171,1741,0,0,159,181,283,1242,439,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVL,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,55,172,12,48,118,81,4,160,142,112,0,20,266,333,5,9,15,0,0,48,77,66,10,33,187,96,432,485,0,0,0,0,400,392,0,0,0,0,3,26,57,5,0,0,0,0,200,31,0,0,0,0,291,0,0,0,0,3450,1,2,233,252,0,0,83,858,43,100,192,0,0,273,94,50,3,2,40,145,213,232,1,22,168,114,0,0,0,0,0,0,0,1,323,0,867,0,31,0,20,0,72,0,150,0,4,110,213,299,187,34,11,8,174,178,90,0,0,0,0,0,0,0,3180,3277,0,8,12,17,10,707,0,0,6,25,0,2236,78,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDL,0,0,0,0,54,0,1583,0,0,0,0,0,6,0,0,5,0,13,0,33,0,0,0,242,0,0,0,0,0,0,0,3,10,1,0,0,0,1900,0,15,0,0,0,1029,0,1592,0,0,0,0,9,0,0,0,0,3372,0,1062,0,2725,0,0,0,260,0,0,0,0,0,116,39,16,0,0,0,74,0,3,0,230,96,87,1004,108,2,120,0,0,0,0,0,951,3,620,61,458,0,63,0,44,0,207,0,54,418,0,0,1938,0,142,0,0,0,12,36,106,470,1124,112,1059,179,10,0,21,0,0,435,119,0,20,11,0,0,0,310,0,0,779,0,0,1,710,0,2,1919,0,0,0,344,0,45,0,19,18,1,174,0,61,0,8,0,0,2,0,2,2,0,576,466,0,367,382,0,950,633,1380,2981,3953,5931,9411,8810,0,0,0,0,0,0,0,0,0,93,0,193,0,0,0,0,0,0,0,0,0,0,0,0
CEPDR,0,0,0,3,0,0,0,1005,0,0,0,12,0,0,0,0,20,0,26,0,86,0,3,0,31,0,0,11,0,0,6,0,1,8,0,0,0,0,2119,0,1,0,0,0,1272,0,1768,0,0,0,2,0,0,0,0,0,2987,0,1755,0,2901,0,0,0,152,0,2,0,0,1,62,0,0,0,0,0,303,0,13,4,197,830,11,8,82,0,256,2,0,0,0,940,12,94,704,0,520,0,28,0,2,230,93,0,16,638,0,0,1556,0,42,0,0,8,0,458,309,177,937,193,1124,43,0,17,3,0,77,1174,52,0,0,0,28,0,0,449,1290,0,0,3,799,9,20,3,0,2875,0,0,0,122,0,134,178,1,8,0,78,4,2,12,0,0,0,0,5,0,10,445,719,0,235,0,624,0,0,0,0,10,0,0,0,704,130,1516,731,2855,3433,8017,8766,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0
CEPVL,0,0,20,0,37,0,1724,0,0,0,2,6,75,277,0,18,0,287,0,264,0,62,0,252,0,0,0,0,0,0,113,56,0,572,2,0,0,0,0,0,0,1089,0,1207,0,0,0,1901,0,0,0,0,0,61,0,2216,0,231,0,0,0,1539,0,135,0,66,0,5,0,0,195,17,0,9,0,0,0,80,36,0,128,0,878,0,8,95,0,0,0,0,0,1316,47,602,252,363,0,21,0,5,0,13,0,87,509,0,0,0,0,4,0,1069,0,0,108,1118,0,1151,200,0,257,6,0,0,0,0,404,393,0,0,127,0,438,0,188,335,0,0,532,0,9,0,0,728,0,0,864,0,42,0,204,0,0,42,46,0,0,62,0,17,2,0,0,0,16,203,0,987,811,353,323,311,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,574,206,622,2700,2679,3174,4885,10616,0,0,0,0,0,0,0,0
CEPVR,0,1,0,4,0,94,0,1940,0,0,0,0,1,0,494,0,67,0,285,0,336,0,146,0,215,0,0,0,0,0,132,49,407,0,0,0,0,0,0,0,0,0,738,0,1369,0,0,0,1829,0,0,0,0,0,524,0,1740,0,323,0,0,0,620,0,433,0,63,0,1,84,0,0,36,0,6,4,0,128,112,329,0,1072,10,194,0,0,27,0,255,0,1,1298,3,214,926,0,277,0,14,0,0,14,65,0,0,840,0,0,0,0,9,0,1097,53,0,0,1074,102,1235,217,0,0,0,0,107,0,881,0,0,0,0,342,0,446,164,48,0,0,0,839,0,24,1020,0,0,0,0,388,0,239,0,315,0,204,203,0,0,0,171,10,0,0,0,0,0,0,498,956,944,0,418,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,40,0,0,0,586,377,1567,1859,4885,3332,13509,7108
DVC,0,0,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,236,220,26,236,597,16,7,15,41,294,225,123,114,113,128,324,247,574,586,7,7,0,0,16,52,7,83,73,82,209,281,0,23,0,0,385,656,0,0,0,19,235,239,200,584,37,0,1,115,728,249,0,0,0,0,131,23,384,159,0,3984,13,21,497,395,0,0,2662,2172,11,133,139,0,0,70,50,52,0,0,70,28,491,401,0,0,15,9,0,0,0,0,0,0,0,28,197,0,510,0,630,0,39,0,116,22,240,68,1,2,11,0,3,5,0,309,255,77,161,0,52,0,0,0,8,0,2329,1741,707,2,5,16,0,0,0,0,22,22,18,80,48,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQL,23,0,1368,0,0,0,72,0,65,0,0,1025,0,64,0,1167,0,0,0,6622,0,6660,0,0,0,0,1577,0,321,0,56,0,0,0,13,0,0,33,0,155,0,0,0,27,0,81,0,0,0,0,0,0,6,81,0,48,0,116,0,37,0,0,0,765,0,1619,0,360,0,0,0,62,0,17,0,0,139,35,19,26,605,0,0,26,198,1259,0,0,0,41,0,0,0,0,0,0,0,1549,0,0,0,0,0,0,0,0,0,46,0,70,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,73,12,0,0,39,0,282,0,2,285,0,16,18,0,0,18,0,0,0,185,0,2358,0,2010,3562,3019,23,151,0,0,0,2,0,203,0,0,0,0,117,0,345,0,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQR,0,28,0,1275,0,0,0,223,0,20,0,0,419,0,394,2,1281,0,11,214,7125,325,5891,0,0,627,463,2118,0,329,0,12,0,0,0,177,28,0,16,0,138,0,0,0,11,0,61,0,0,1,0,9,4,0,18,0,30,0,135,0,22,0,0,0,657,15,1721,0,175,0,0,0,104,0,43,0,0,10,58,114,19,0,77,785,33,0,1928,0,97,0,0,51,0,0,0,0,0,0,2055,0,0,0,0,29,0,0,0,0,36,0,46,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,109,0,137,0,8,0,0,513,79,0,0,0,0,22,0,0,0,3,375,3128,2746,2603,3388,46,67,0,0,0,0,10,0,498,0,0,0,0,106,0,36,0,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICL,29,0,0,0,0,0,1,43,347,625,36,0,0,344,0,228,0,0,0,0,0,0,0,6,0,0,31,0,0,0,0,0,0,0,437,0,0,181,205,30,108,318,292,32,6,374,268,546,198,44,38,326,752,230,1522,1704,1340,335,591,28,9,63,254,1085,1445,57,0,25,54,0,0,0,0,141,0,1307,471,310,112,162,473,68,5,29,395,91,0,280,86,2,0,316,27,0,0,0,0,15,0,0,0,0,106,288,139,69,0,11,5,1,89,187,140,659,787,10,192,253,354,55,141,0,0,4,114,0,2297,1716,469,228,1271,651,791,1195,640,1956,321,556,714,265,223,421,126,252,130,164,22,29,5,0,441,0,0,192,88,0,333,95,159,6,576,445,987,956,22,117,0,0,2881,1379,96,481,121,4,0,72,0,141,0,664,1,10,0,58,0,181,0,89,0,0,4,0,327,22,29,0,1327,0,0,0,0,0,0,0,0
RICR,0,6,0,5,0,0,197,170,342,421,21,0,0,0,625,0,340,0,0,0,0,0,0,0,0,345,0,37,0,0,0,0,0,0,239,0,11,164,114,91,70,259,351,37,24,341,311,57,675,111,258,329,253,22,1992,1225,1792,345,640,5,167,151,2,863,1480,0,55,0,78,0,0,0,0,0,148,240,825,132,372,601,263,32,52,444,35,0,151,14,594,3,3,524,52,47,0,12,0,0,35,16,11,0,349,159,69,98,0,5,43,17,46,76,52,950,540,294,104,113,175,56,177,0,0,1,0,0,1987,1756,543,620,881,1795,483,549,1988,634,341,367,41,858,313,630,474,253,45,150,96,107,0,0,0,533,0,0,0,0,0,160,181,25,466,719,811,944,22,0,106,2881,0,187,146,103,364,0,0,12,0,74,0,1197,0,57,0,209,0,280,0,796,0,0,0,0,44,0,0,0,0,0,3,0,55,0,147,0,114
RID,0,0,161,0,99,0,2074,0,680,0,531,0,0,8,0,161,0,0,0,0,0,0,0,4,12,0,2,0,0,0,0,0,44,98,2038,0,0,1,0,0,0,0,0,0,0,19,0,193,0,0,101,203,235,1307,0,1297,0,81,0,246,0,265,0,1417,0,1,0,0,163,0,180,32,0,119,0,698,644,1053,2475,1509,5584,265,137,0,5675,1800,0,4108,0,1968,66,27,0,0,0,33,52,117,0,103,0,0,70,0,141,0,188,0,0,0,0,0,0,558,190,0,0,0,0,12,2,0,0,0,414,0,0,269,154,83,1445,0,660,259,1099,3138,289,1,375,0,31,53,148,169,4,0,0,0,436,111,1,0,0,455,551,3,1623,35,283,0,0,0,353,0,18,345,0,1379,187,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
