pre,post,connectivity_with_daf2,connectivity_2_dauer,neighborhood_2_dauer,neighborhood_3_dauer
SMBD,PVC,no_synapse,no_synapse,maintained,maintained
SMBD,PVP,no_synapse,no_synapse,maintained,maintained
SMBD,PVQ,no_synapse,no_synapse,dauer_decreased,dauer_decreased
SMBD,PVR,no_synapse,no_synapse,maintained,maintained
SMBD,PVT,no_synapse,no_synapse,maintained,maintained
SMBD,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
SMBD,RIA,no_synapse,no_synapse,maintained,maintained
SMBD,RIB,no_synapse,no_synapse,maintained,maintained
SMBD,RIC,no_synapse,no_synapse,maintained,maintained
SMBD,RID,no_synapse,no_synapse,dauer_decreased,maintained
SMBD,RIF,no_synapse,no_synapse,maintained,maintained
SMBD,RIG,no_synapse,no_synapse,maintained,maintained
SMBD,RIH,no_synapse,no_synapse,dauer_decreased,maintained
SMBD,RIM,no_synapse,no_synapse,maintained,maintained
SMBD,RIP,no_synapse,no_synapse,maintained,maintained
SMBD,RIR,no_synapse,no_synapse,maintained,maintained
SMBD,RIS,no_synapse,no_synapse,maintained,maintained
SMBD,RIV,no_synapse,no_synapse,maintained,maintained
SMBD,RMDL/R,no_synapse,no_synapse,dauer_decreased,dauer_decreased
SMBD,RMEV,no_synapse,no_synapse,variable,variable
SMBD,RMF,no_synapse,no_synapse,maintained,maintained
SMBD,SAAD,no_synapse,no_synapse,maintained,maintained
SMBD,SDQ,no_synapse,no_synapse,maintained,maintained
SMBD,SIAV,no_synapse,no_synapse,maintained,maintained
SMBD,SMBV,no_synapse,no_synapse,maintained,maintained
SMBD,SMDV,no_synapse,no_synapse,maintained,maintained
SMBD,URAD,no_synapse,no_synapse,maintained,maintained
SMBD,URAV,no_synapse,no_synapse,maintained,maintained
SMBD,URX,no_synapse,no_synapse,maintained,maintained
SMBD,URYD,no_synapse,no_synapse,maintained,maintained
SMBD,URYV,no_synapse,no_synapse,maintained,maintained
SMBV,ADA,no_synapse,no_synapse,maintained,maintained
SMBV,ADE,no_synapse,no_synapse,maintained,maintained
SMBV,ADF,no_synapse,no_synapse,maintained,maintained
SMBV,ADL,no_synapse,no_synapse,maintained,maintained
SMBV,AFD,no_synapse,no_synapse,maintained,maintained
SMBV,AIA,no_synapse,no_synapse,maintained,maintained
SMBV,AIB,no_synapse,no_synapse,maintained,maintained
SMBV,AIM,no_synapse,no_synapse,maintained,maintained
SMBV,AIY,no_synapse,no_synapse,maintained,maintained
SMBV,AIZ,no_synapse,no_synapse,maintained,maintained
SMBV,ALA,no_synapse,no_synapse,variable,variable
SMBV,ALM,no_synapse,no_synapse,maintained,maintained
SMBV,ALN,no_synapse,no_synapse,maintained,maintained
SMBV,AQR,no_synapse,no_synapse,dauer_decreased,dauer_decreased
SMBV,ASE,no_synapse,no_synapse,maintained,maintained
SMBV,ASG,no_synapse,no_synapse,dauer_decreased,dauer_decreased
SMBV,ASH,no_synapse,no_synapse,maintained,maintained
SMBV,ASI,no_synapse,no_synapse,variable,variable
SMBV,ASJ,no_synapse,no_synapse,maintained,maintained
SMBV,ASK,no_synapse,no_synapse,dauer_decreased,dauer_decreased
SMBV,AUA,no_synapse,no_synapse,maintained,maintained
SMBV,AVA,no_synapse,no_synapse,maintained,maintained
SMBV,AVB,no_synapse,no_synapse,maintained,maintained
SMBV,AVD,no_synapse,no_synapse,maintained,maintained
SMBV,AVE,no_synapse,no_synapse,maintained,maintained
SMBV,AVF,no_synapse,no_synapse,maintained,maintained
SMBV,AVH,no_synapse,no_synapse,maintained,maintained
SMBV,AVJ,no_synapse,no_synapse,maintained,maintained
SMBV,AVK,no_synapse,no_synapse,maintained,maintained
SMBV,AVL,no_synapse,no_synapse,maintained,maintained
SMBV,AVM,no_synapse,no_synapse,dauer_decreased,maintained
SMBV,AWA,no_synapse,no_synapse,maintained,maintained
SMBV,AWB,no_synapse,no_synapse,maintained,maintained
SMBV,AWC,no_synapse,no_synapse,variable,variable
SMBV,BAG,no_synapse,no_synapse,variable,variable
SMBV,BDU,no_synapse,no_synapse,maintained,maintained
SMBV,BWM04D,no_synapse,no_synapse,variable,variable
SMBV,CEPD,no_synapse,no_synapse,variable,variable
SMBV,DVA,no_synapse,no_synapse,maintained,maintained
SMBV,DVC,no_synapse,no_synapse,maintained,maintained
SMBV,FLP,no_synapse,no_synapse,maintained,maintained
SMBV,IL1L/R,no_synapse,no_synapse,maintained,maintained
SMBV,IL1V,no_synapse,no_synapse,maintained,maintained
SMBV,IL2L/R,no_synapse,no_synapse,maintained,maintained
SMBV,IL2V,no_synapse,no_synapse,maintained,maintained
SMBV,OLL,no_synapse,no_synapse,maintained,maintained
SMBV,OLQV,no_synapse,no_synapse,maintained,maintained
SMBV,PVC,no_synapse,no_synapse,maintained,maintained
SMBV,PVP,no_synapse,no_synapse,maintained,maintained
SMBV,PVQ,no_synapse,no_synapse,maintained,maintained
SMBV,PVR,no_synapse,no_synapse,maintained,maintained
SMBV,PVT,no_synapse,no_synapse,maintained,maintained
SMBV,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
SMBV,RIA,no_synapse,no_synapse,maintained,maintained
SMBV,RIB,no_synapse,no_synapse,maintained,maintained
SMBV,RIC,no_synapse,no_synapse,maintained,maintained
SMBV,RID,no_synapse,no_synapse,maintained,maintained
SMBV,RIF,no_synapse,no_synapse,maintained,maintained
SMBV,RIG,no_synapse,no_synapse,maintained,maintained
SMBV,RIM,no_synapse,no_synapse,maintained,maintained
SMBV,RIP,no_synapse,no_synapse,maintained,maintained
SMBV,RIR,no_synapse,no_synapse,maintained,maintained
SMBV,RIV,no_synapse,no_synapse,maintained,maintained
SMBV,RMDD,no_synapse,no_synapse,maintained,maintained
SMBV,RMDL/R,no_synapse,no_synapse,maintained,maintained
SMBV,RMEL/R,no_synapse,no_synapse,variable,variable
SMBV,RMG,no_synapse,no_synapse,maintained,maintained
SMBV,RMH,no_synapse,no_synapse,maintained,maintained
SMBV,SDQ,no_synapse,no_synapse,dauer_decreased,dauer_decreased
SMBV,SIAD,no_synapse,no_synapse,maintained,maintained
SMBV,SIBV,no_synapse,no_synapse,maintained,maintained
SMBV,SMBD,no_synapse,no_synapse,maintained,maintained
SMBV,SMBV,no_synapse,no_synapse,maintained,maintained
SMBV,SMDD,no_synapse,no_synapse,maintained,maintained
SMBV,URAV,no_synapse,no_synapse,dauer_increased,dauer_increased
SMBV,URB,no_synapse,no_synapse,maintained,maintained
SMBV,URX,no_synapse,no_synapse,maintained,maintained
SMBV,URYV,no_synapse,no_synapse,maintained,maintained
SMDD,ADA,no_synapse,no_synapse,maintained,maintained
SMDD,ADE,no_synapse,no_synapse,maintained,maintained
SMDD,ADF,no_synapse,no_synapse,maintained,variable
SMDD,ADL,no_synapse,no_synapse,dauer_decreased,dauer_decreased
SMDD,AIA,no_synapse,no_synapse,variable,variable
SMDD,AIB,no_synapse,no_synapse,maintained,maintained
SMDD,AIM,no_synapse,no_synapse,maintained,maintained
SMDD,AIN,no_synapse,no_synapse,maintained,maintained
SMDD,AIZ,no_synapse,no_synapse,maintained,maintained
SMDD,ALA,no_synapse,no_synapse,dauer_decreased,maintained
SMDD,ALM,no_synapse,no_synapse,maintained,maintained
SMDD,AQR,no_synapse,no_synapse,variable,variable
SMDD,ASE,no_synapse,no_synapse,maintained,maintained
SMDD,ASH,no_synapse,no_synapse,maintained,maintained
SMDD,ASJ,no_synapse,no_synapse,maintained,maintained
SMDD,ASK,no_synapse,no_synapse,maintained,maintained
SMDD,AVA,no_synapse,no_synapse,maintained,maintained
SMDD,AVB,no_synapse,no_synapse,maintained,maintained
SMDD,AVD,no_synapse,no_synapse,maintained,maintained
SMDD,AVE,no_synapse,no_synapse,maintained,maintained
SMDD,AVF,no_synapse,no_synapse,maintained,maintained
SMDD,AVH,no_synapse,no_synapse,maintained,maintained
SMDD,AVJ,no_synapse,no_synapse,maintained,dauer_decreased
SMDD,AVK,no_synapse,no_synapse,maintained,maintained
SMDD,AVL,no_synapse,no_synapse,maintained,maintained
SMDD,AVM,no_synapse,no_synapse,variable,variable
SMDD,AWA,no_synapse,no_synapse,maintained,maintained
SMDD,AWB,no_synapse,no_synapse,maintained,maintained
SMDD,AWC,no_synapse,no_synapse,variable,variable
SMDD,BDU,no_synapse,no_synapse,variable,variable
SMDD,BWM04V,no_synapse,no_synapse,variable,variable
SMDD,BWM05V,no_synapse,no_synapse,maintained,maintained
SMDD,BWM06V,no_synapse,no_synapse,variable,variable
SMDD,BWM07V,no_synapse,no_synapse,variable,variable
SMDD,BWM08V,no_synapse,no_synapse,maintained,maintained
SMDD,CEPV,no_synapse,no_synapse,maintained,maintained
SMDD,DVA,no_synapse,no_synapse,variable,variable
SMDD,DVC,no_synapse,no_synapse,maintained,maintained
SMDD,FLP,no_synapse,no_synapse,variable,variable
SMDD,IL1L/R,no_synapse,no_synapse,maintained,maintained
SMDD,IL1V,no_synapse,no_synapse,maintained,maintained
SMDD,IL2D,no_synapse,no_synapse,maintained,maintained
SMDD,IL2L/R,no_synapse,no_synapse,maintained,maintained
SMDD,IL2V,no_synapse,no_synapse,variable,variable
SMDD,OLL,no_synapse,no_synapse,maintained,maintained
SMDD,OLQD,no_synapse,no_synapse,maintained,maintained
SMDD,OLQV,no_synapse,no_synapse,variable,variable
SMDD,PLN,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
SMDD,PVC,no_synapse,no_synapse,dauer_decreased,maintained
SMDD,PVP,no_synapse,no_synapse,variable,variable
SMDD,PVQ,no_synapse,no_synapse,maintained,maintained
SMDD,PVR,no_synapse,no_synapse,variable,variable
SMDD,PVT,no_synapse,no_synapse,maintained,maintained
SMDD,RIB,no_synapse,no_synapse,maintained,maintained
SMDD,RIC,no_synapse,no_synapse,maintained,maintained
SMDD,RID,no_synapse,no_synapse,maintained,maintained
SMDD,RIG,no_synapse,no_synapse,maintained,maintained
SMDD,RIH,no_synapse,no_synapse,variable,variable
SMDD,RIP,no_synapse,no_synapse,variable,variable
SMDD,RIR,no_synapse,no_synapse,maintained,maintained
SMDD,RMDD,no_synapse,no_synapse,maintained,maintained
SMDD,RMEL/R,no_synapse,no_synapse,dauer_increased,dauer_increased
SMDD,RMF,no_synapse,no_synapse,maintained,maintained
SMDD,RMG,no_synapse,no_synapse,maintained,maintained
SMDD,RMH,no_synapse,no_synapse,maintained,maintained
SMDD,SDQ,no_synapse,no_synapse,maintained,maintained
SMDD,SIAV,no_synapse,no_synapse,maintained,maintained
SMDD,SIBD,no_synapse,no_synapse,maintained,maintained
SMDD,SIBV,no_synapse,no_synapse,maintained,maintained
SMDD,SMBD,no_synapse,no_synapse,maintained,maintained
SMDD,SMBV,no_synapse,no_synapse,maintained,maintained
SMDD,URAD,no_synapse,no_synapse,dauer_increased,maintained
SMDD,URAV,no_synapse,no_synapse,dauer_increased,dauer_increased
SMDD,URB,no_synapse,no_synapse,maintained,maintained
SMDD,URX,no_synapse,no_synapse,maintained,maintained
SMDD,URYV,no_synapse,no_synapse,maintained,maintained
SMDV,ADA,no_synapse,no_synapse,maintained,maintained
SMDV,ADE,no_synapse,no_synapse,maintained,maintained
SMDV,ADF,no_synapse,no_synapse,variable,variable
SMDV,ADL,no_synapse,no_synapse,variable,variable
SMDV,AFD,no_synapse,no_synapse,variable,variable
SMDV,AIA,no_synapse,no_synapse,variable,variable
SMDV,AIB,no_synapse,no_synapse,maintained,maintained
SMDV,AIM,no_synapse,no_synapse,variable,variable
SMDV,AIN,no_synapse,no_synapse,maintained,maintained
SMDV,AIY,no_synapse,no_synapse,variable,variable
SMDV,AIZ,no_synapse,no_synapse,maintained,maintained
SMDV,ALM,no_synapse,no_synapse,variable,variable
SMDV,ALN,no_synapse,no_synapse,maintained,maintained
SMDV,AQR,no_synapse,no_synapse,dauer_decreased,dauer_decreased
SMDV,ASE,no_synapse,no_synapse,variable,variable
SMDV,ASG,no_synapse,no_synapse,variable,variable
SMDV,ASH,no_synapse,no_synapse,variable,variable
SMDV,ASI,no_synapse,no_synapse,variable,variable
SMDV,ASK,no_synapse,no_synapse,variable,variable
SMDV,AUA,no_synapse,no_synapse,maintained,maintained
SMDV,AVA,no_synapse,no_synapse,maintained,maintained
SMDV,AVB,no_synapse,no_synapse,dauer_decreased,maintained
SMDV,AVD,no_synapse,no_synapse,dauer_decreased,dauer_decreased
SMDV,AVF,no_synapse,no_synapse,dauer_decreased,maintained
SMDV,AVH,no_synapse,no_synapse,maintained,maintained
SMDV,AVJ,no_synapse,no_synapse,maintained,maintained
SMDV,AVK,no_synapse,no_synapse,maintained,maintained
SMDV,AVL,no_synapse,no_synapse,maintained,maintained
SMDV,AVM,no_synapse,no_synapse,dauer_decreased,dauer_decreased
SMDV,AWA,no_synapse,no_synapse,variable,variable
SMDV,AWC,no_synapse,no_synapse,variable,variable
SMDV,BAG,no_synapse,no_synapse,maintained,maintained
SMDV,BDU,no_synapse,no_synapse,maintained,maintained
SMDV,BWM04D,no_synapse,no_synapse,variable,variable
SMDV,BWM05D,no_synapse,no_synapse,maintained,maintained
SMDV,BWM06D,no_synapse,no_synapse,variable,variable
SMDV,BWM07V,no_synapse,no_synapse,maintained,maintained
SMDV,BWM08D,no_synapse,no_synapse,variable,variable
SMDV,BWM08V,no_synapse,no_synapse,maintained,maintained
SMDV,CEPD,no_synapse,no_synapse,variable,variable
SMDV,DVA,no_synapse,no_synapse,maintained,maintained
SMDV,DVC,no_synapse,no_synapse,variable,variable
SMDV,FLP,no_synapse,no_synapse,maintained,maintained
SMDV,IL1D,no_synapse,no_synapse,maintained,maintained
SMDV,IL1L/R,no_synapse,no_synapse,maintained,maintained
SMDV,IL1V,no_synapse,no_synapse,dauer_increased,dauer_increased
SMDV,IL2D,no_synapse,no_synapse,maintained,maintained
SMDV,IL2L/R,no_synapse,no_synapse,maintained,maintained
SMDV,IL2V,no_synapse,no_synapse,variable,variable
SMDV,OLQD,no_synapse,no_synapse,maintained,maintained
SMDV,PLN,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
SMDV,PVC,no_synapse,no_synapse,maintained,maintained
SMDV,PVP,no_synapse,no_synapse,maintained,maintained
SMDV,PVQ,no_synapse,no_synapse,variable,variable
SMDV,PVR,no_synapse,no_synapse,maintained,maintained
SMDV,PVT,no_synapse,no_synapse,maintained,maintained
SMDV,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
SMDV,RIB,no_synapse,no_synapse,maintained,maintained
SMDV,RIC,no_synapse,no_synapse,maintained,maintained
SMDV,RID,no_synapse,no_synapse,maintained,maintained
SMDV,RIF,no_synapse,no_synapse,variable,variable
SMDV,RIG,no_synapse,no_synapse,maintained,maintained
SMDV,RIH,no_synapse,no_synapse,variable,variable
SMDV,RIR,no_synapse,no_synapse,maintained,maintained
SMDV,RMEL/R,no_synapse,no_synapse,dauer_increased,dauer_increased
SMDV,RMF,no_synapse,no_synapse,maintained,maintained
SMDV,RMG,no_synapse,no_synapse,maintained,maintained
SMDV,RMH,no_synapse,no_synapse,maintained,maintained
SMDV,SDQ,no_synapse,no_synapse,maintained,maintained
SMDV,SIAD,no_synapse,no_synapse,maintained,maintained
SMDV,SIBD,no_synapse,no_synapse,maintained,maintained
SMDV,SIBV,no_synapse,no_synapse,maintained,maintained
SMDV,SMBD,no_synapse,no_synapse,maintained,maintained
SMDV,SMBV,no_synapse,no_synapse,maintained,maintained
SMDV,SMDV,no_synapse,no_synapse,maintained,maintained
SMDV,URAD,no_synapse,no_synapse,dauer_increased,dauer_increased
SMDV,URAV,no_synapse,no_synapse,dauer_increased,dauer_increased
SMDV,URB,no_synapse,no_synapse,maintained,maintained
SMDV,URX,no_synapse,no_synapse,variable,variable
SMDV,URYD,no_synapse,no_synapse,maintained,maintained
SMDV,URYV,no_synapse,no_synapse,maintained,maintained
URAD,ADA,no_synapse,no_synapse,maintained,maintained
URAD,ADE,no_synapse,no_synapse,variable,variable
URAD,ADF,no_synapse,no_synapse,variable,variable
URAD,ADL,no_synapse,no_synapse,maintained,maintained
URAD,AFD,no_synapse,no_synapse,dauer_decreased,dauer_decreased
URAD,AIA,no_synapse,no_synapse,maintained,maintained
URAD,AIB,no_synapse,no_synapse,maintained,maintained
URAD,AIM,no_synapse,no_synapse,maintained,maintained
URAD,AIN,no_synapse,no_synapse,maintained,maintained
URAD,AIY,no_synapse,no_synapse,maintained,maintained
URAD,AIZ,no_synapse,no_synapse,variable,variable
URAD,ALA,no_synapse,no_synapse,maintained,maintained
URAD,ALM,no_synapse,no_synapse,variable,variable
URAD,AQR,no_synapse,no_synapse,variable,variable
URAD,ASE,no_synapse,no_synapse,maintained,maintained
URAD,ASH,no_synapse,no_synapse,dauer_decreased,dauer_decreased
URAD,ASI,no_synapse,no_synapse,maintained,maintained
URAD,ASJ,no_synapse,no_synapse,maintained,maintained
URAD,ASK,no_synapse,no_synapse,maintained,maintained
URAD,AUA,no_synapse,no_synapse,maintained,maintained
URAD,AVA,no_synapse,no_synapse,dauer_decreased,dauer_decreased
URAD,AVB,no_synapse,no_synapse,maintained,maintained
URAD,AVD,no_synapse,no_synapse,maintained,maintained
URAD,AVE,no_synapse,no_synapse,maintained,maintained
URAD,AVF,no_synapse,no_synapse,maintained,maintained
URAD,AVH,no_synapse,no_synapse,maintained,maintained
URAD,AVJ,no_synapse,no_synapse,maintained,maintained
URAD,AVK,no_synapse,no_synapse,maintained,maintained
URAD,AVL,no_synapse,no_synapse,maintained,maintained
URAD,AWA,no_synapse,no_synapse,maintained,maintained
URAD,AWB,no_synapse,no_synapse,variable,variable
URAD,AWC,no_synapse,no_synapse,maintained,maintained
URAD,BAG,no_synapse,no_synapse,maintained,maintained
URAD,BDU,no_synapse,no_synapse,maintained,maintained
URAD,BWM05D,no_synapse,no_synapse,maintained,maintained
URAD,BWM06D,no_synapse,no_synapse,variable,variable
URAD,BWM07D,no_synapse,no_synapse,variable,variable
URAD,CEPD,no_synapse,no_synapse,maintained,maintained
URAD,DVA,no_synapse,no_synapse,variable,variable
URAD,DVC,no_synapse,no_synapse,maintained,maintained
URAD,IL1V,no_synapse,no_synapse,maintained,maintained
URAD,IL2V,no_synapse,no_synapse,variable,variable
URAD,OLL,no_synapse,no_synapse,maintained,maintained
URAD,OLQV,no_synapse,no_synapse,variable,variable
URAD,PVC,no_synapse,no_synapse,dauer_decreased,dauer_decreased
URAD,PVP,no_synapse,no_synapse,variable,variable
URAD,PVQ,no_synapse,no_synapse,maintained,maintained
URAD,PVR,no_synapse,no_synapse,maintained,maintained
URAD,PVT,no_synapse,no_synapse,maintained,maintained
URAD,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
URAD,RIB,no_synapse,no_synapse,maintained,maintained
URAD,RIC,no_synapse,no_synapse,maintained,maintained
URAD,RID,no_synapse,no_synapse,variable,variable
URAD,RIF,no_synapse,no_synapse,maintained,maintained
URAD,RIG,no_synapse,no_synapse,dauer_decreased,dauer_decreased
URAD,RIH,no_synapse,no_synapse,maintained,maintained
URAD,RIM,no_synapse,no_synapse,variable,variable
URAD,RIS,no_synapse,no_synapse,maintained,maintained
URAD,RIV,no_synapse,no_synapse,dauer_decreased,dauer_decreased
URAD,RMDL/R,no_synapse,no_synapse,variable,variable
URAD,RMF,no_synapse,no_synapse,variable,variable
URAD,RMG,no_synapse,no_synapse,variable,variable
URAD,SAAD,no_synapse,no_synapse,variable,variable
URAD,SAAV,no_synapse,no_synapse,variable,variable
URAD,SIBD,no_synapse,no_synapse,variable,variable
URAD,SIBV,no_synapse,no_synapse,variable,variable
URAD,SMBD,no_synapse,no_synapse,maintained,maintained
URAD,URAD,no_synapse,no_synapse,variable,variable
URAD,URB,no_synapse,no_synapse,dauer_increased,dauer_increased
URAD,URX,no_synapse,no_synapse,maintained,maintained
URAV,ADA,no_synapse,no_synapse,maintained,maintained
URAV,ADE,no_synapse,no_synapse,variable,variable
URAV,AIB,no_synapse,no_synapse,maintained,maintained
URAV,ALM,no_synapse,no_synapse,variable,variable
URAV,AQR,no_synapse,no_synapse,maintained,maintained
URAV,AVA,no_synapse,no_synapse,maintained,maintained
URAV,AVB,no_synapse,no_synapse,maintained,maintained
URAV,AVD,no_synapse,no_synapse,variable,variable
URAV,AVE,no_synapse,no_synapse,dauer_decreased,maintained
URAV,AVH,no_synapse,no_synapse,variable,variable
URAV,AVJ,no_synapse,no_synapse,variable,variable
URAV,AVK,no_synapse,no_synapse,maintained,maintained
URAV,AVL,no_synapse,no_synapse,maintained,maintained
URAV,BAG,no_synapse,no_synapse,dauer_decreased,dauer_decreased
URAV,BWM01D,no_synapse,no_synapse,variable,variable
URAV,BWM05V,no_synapse,no_synapse,variable,variable
URAV,BWM06V,no_synapse,no_synapse,variable,variable
URAV,BWM07V,no_synapse,no_synapse,variable,variable
URAV,BWM08V,no_synapse,no_synapse,variable,variable
URAV,CEPD,no_synapse,no_synapse,variable,variable
URAV,CEPV,no_synapse,no_synapse,maintained,maintained
URAV,DVA,no_synapse,no_synapse,maintained,maintained
URAV,DVC,no_synapse,no_synapse,maintained,maintained
URAV,IL1D,no_synapse,no_synapse,dauer_increased,dauer_increased
URAV,OLL,no_synapse,no_synapse,maintained,maintained
URAV,OLQD,no_synapse,no_synapse,variable,variable
URAV,OLQV,no_synapse,no_synapse,maintained,maintained
URAV,PLN,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
URAV,PVC,no_synapse,no_synapse,variable,variable
URAV,PVP,no_synapse,no_synapse,maintained,maintained
